class,text
1,"@MoctharAli  bapak yang terhormat,  sebagai juru bicara kepresiden an,  tolong dong sampai kan kepada pak presiden @jokowi untuk menaikan harga karet dan kelapa sawit..  "
1,"Kepada Yth ;
Bapak PRESIDEN RI
Cq. KEMENDIKBUD
Di
JAKARTA

Assalamu'alaikum, Wr.Wb
Dengan Hormat,
Kami mohon agar diadakan lagi PENATARAN P4, Wawasan Nusantara serta Pelajaran PMP (Pendidikan Moral Pancasila) bagi siswa di sekolah/lembaga2 pendidikan lainnya di indonesia."
0,He he mohon maaf bikin sampeyan marah kemarin bkn menghilang cuma asyik ngobrol dgn kptenn kapal ferry  mnju Batam.Nanya2 aja apa Pres Jkwi perlu di ganti 2019.E e e dia moderat boleh ganti boleh engga.Alasannya tergantung pendukung.Yuk  shalat subuh.
0,"Perdana Menteri Tun Mahathir Mohon Maaf, Lambat Ucap Hari Kenamaan: http://youtu.be/5kUJsxEUDPo?a  via @YouTube"
0,"Pada pendapat anda, adakah Tun Dr. Mahathir selaku PERDANA MENTERI ke 7 seorang yang...

Tolong Undi & RT "
0,Hadeww tolong liat pak @jokowi https://twitter.com/P3nj3l4j4h/status/1002037239835078656 …
0,"Pak Jokowi Presiden RI,mohon bantuan Pak Presiden utk cita2 ank saya Lusi agar bisa jadi Polwan,karna di Desa Batu mekar NTB ada 3000 KK lebih,tdk ada satupun yg jadi Polwan.terimakasih"
0,Mohon jangan pernah sowan ke AR ya pak @jokowi  Sorry...itu aja saran saya.. Kecuali Bpk yg undang..  Trim's..
0,@achmadzaky tolong di proses ini sudah ke 2 kali permasalah sama @SCTV_ @BarackObama @jokowi @lambepic.twitter.com/8gcd0ZnYXb
1,bpk jokowi. sy ingin bertanya kenapa pembuatan e-ktp di kab. Bengkalis  yg kaya akan minyak bumi prosesnya sampai 2th lbh. apakah betul tidak ada blangko ktp. mohon untuk di tindak lanjuti
0,"Mohon dikawal juga dana haji yg akan dikelola pemerintah , modusnya kan sama.."
1,"Yth. Bapak Jokowi,
Mohon batalkan pencabutan subsidi listrik bagi pengguna 900VA,sebagaimana kata bapak Rizal... http://fb.me/8I6xWzYdn "
0,Yth. Bapak predn. Pak jokowi. Saya mohon bapak pecat mendiknas yg sudah menimbulkan kegaduhan dan kalang kabut dunia pendidikan.
0,@jokowi pak kami mohon jangan bodoh bodohi rakyat
0,"Ada yang bilang, ""wuih jaman Presiden Jokowi pembangunan terasa pesat.""
Namun sebelumnya mohon maaf.
Ada yg... http://fb.me/31SCMY4XA "
0,Pak @jokowi mohon untuk menimbang kembali system pendidikan full day school.
0,"#TolakFullDaySchool
Pak @jokowi tolong dengarkan aspirasi warga NU"
0,"Koq anda tau sih bung??? Klo gitu tolong bantu ya biar sya bisa tenar kyak afi, dan bisa swafoto ma presiden"
0,Tolong yah ndan @DivHumasPolri cc @KSPgoid @jokowi @Puspen_TNI @rmolco @republikaonline @Aktualco @jawapos @jpnncomhttps://twitter.com/RestyCayah/status/874216047045300224 …
0,tolong tunjukan dimana saya salahnya?! Saya bicara realita bukan opini!!
0,"Mr. @jokowi , Mendikbud a/ pembantu Presiden. Mohon diarahkan kalau kbjkannya tdk tepat. #pmiisemarangtolakFulldaySchool"
0,"Dear to @KSPgoid @jokowi 
Terkait TDL mohon d kaji ulng drasa pngturan knaikan trllu mmbratkan msyrkt khawatir suara kmi tdk u/bpk lg d 2019"
0,Pak presiden @jokowi tolong gagalkan #FulldaySchool !!!!#TolakFulldaySchool
0,"Pak @jokowi , kami mohon rencana FDS yg digagas Mendikbud dibatalkan. #pmiisemarangtolakfulldayschool"
0,Sekali lg tolong Pak Jokowi lebih nyata dan tegas dukung KPK.perintahkan Polri utk cepat dan sungguh2 mengusut kasus Novel.
0,"Janji akses login melalui website Selasa jam 00.00, sampai saat ini tidak terbukti. Tolong kami Pak Jokowi, terima kasih sebelumnnya @jokowi"
0,"Pak Jokowi, tolong kami, para ortu yg kebingungan krn ppdb Banten 2017 yg tdk jelas sampai saat ini. Hanya dikasih janji kosong @jokowi pic.twitter.com/FKkqL3FM4c"
0,Tolong Bang SokMed... udah sahur?
0,Hari ni aku dah baca macam2 artikel dan komen perangai dan keceluparan menteri UMNO. Mohon DS Najib nasihat... http://fb.me/1azDtIL1f 
0,"Mohon info, kapan jalan toll sumtera utara medan-tebing bisa digunakan?
#tollsumaterautara #sumut @jokowi"
0,"Ya Robb,
setidaknya Jadikanlah pak JK Presiden hingga 2019 nanti.
Trus presiden yg skrng mau diapain?
(Tolong bantu jawab)"
0,"http://cnnindonesia.com/nasional/20160512004017-12-130104/setara-propaganda-kebangkitan-komunisme-adalah-lagu-lama … ..tolong dibaca pak @jokowi, anda mulai di khianati dr dalam.hati2 pak ..ketegasan dibutuhkan, dan rakyat sgt cinta!"
0,Selamat Pagi bpk Presiden Tolong diperhatikan dalam penggunaan Anggaran utk Daerah Kabopaten Kota Agar anggaran dipergunakan dgn bik
1,"@jokowi bapak mohon infonya pemnngunan toll panimbang-kragilan agar terlaksana secepatnya guna kmajuan banten selatan.
Trmksh"
1,"@jokowi ada tanah desa yg d jual oleh oknum aparat d desa saya pak, mohon d telusuri, nilainy aset 900jt."
0,#SAVE PERAWAT#TOLONG PERHATIKAN KAMI PAK PRESIDEN #kami juga ada di negeri ini#Happy international nurse daypic.twitter.com/suLAjHxIT4
0,@menristekdikti Pak Menteri mohon dipantau kewajiban PTS dalam memberikan hak kepada dosen tetap sebagaimana amanat Permenristek 2/2014
1,@jokowi tolong keberadaan kebun binatang di indonesia ditinjau ulang. banyak yg tdk terawat diperlakukan seperti sirkus
1,Kpd @susipudjiastuti @bravonur @gakumklh @MabesPolri_Id @jokowi mohon turunkan tim untuk masalah mangrove ini https://youtu.be/EPEQT8_tcKA 
1,Kpd @susipudjiastuti @bravonur @gakumklh @jokowi @MabesPolri_Id mohon turunkan tim untuk permasalahan mangrove ini https://youtu.be/9Q1WEPDCOzA 
1,Urgent..! mohon di usut pa @jokowi kejadian di kalsel beberapa hr lalu tepatnya sungai danau tertimbun batu bara => https://www.youtube.com/watch?v=aFFhp_PALXc …
1,@jokowi Bpk Presiden  tgl 12 Mei kami perawat merayakan Hari Perawat Sedunia. Tolong perhatikan kesejahteraan perawat Indonesia pak....
1,@jokowi tolong nasib hewan2 di http://bit.ly/1TQFixQ  dan http://bit.ly/1T6oocq  tidak selesai2 pak sdh bertahun penderitaan mereka.
1,"@pln_123 @jokowi @basuki_btp Mohon dinilai kemampuan kinerja pejabat&petugas yg berwenang atas pemadaman listrik.Dididik,diganti,/dirumahkan"
1,"@jokowi tolong evaluasi kembali regulasi realisasi target  developer rumah mewah bangun rss! Agung sedayu, podomoro, dll?"
0,@liputan6dotcom Pak Menteri tolong utk soal2 UN diubah .. Carilah soal2 yg tingkat kesulitan soalnya  dpt dikerjakan oleh anak2 daerah
0,"Pak menkumham, pak menkopulhukam, pak panglima TNI, pak Kapolri, juga pak presiden, mohon kekeliruan ini... http://fb.me/2pWZUoopW "
1,"Pak @jokowi tolong kami, warga cikarang rawan begal."
0,"@jokowi : Pak Joko ,mohon maaf sebelumnya, knp ya pak pelayanan dikelurahan dan kecamatan SDMnya kurang ramah2 , customer service is too bad"
1,"@jokowi Papua Pak tolong jangan dilupakan. Khusus jalur darat Kab. Puncak (Ilaga). Naik pesawat Timika - Ilaga Rp. 2.500.000, mahal Pak."
0,"@jokowi mantap pak Jokowi, unt @AngkasaPura_2 @AP_Airports mohon pelayanan, kebersihan dan kenyamanannya ditingkatkan....thx"
0,"@dahSyatMusikPak jokowi tolong saya  saya ingin kuliah
Sayaingin mewujudkan impian saya,ingin menjadi seorang sastrawan (author)"
0,"@dahSyatMusikPak jokowi saya ingin kuliah tapi saya gk punya biaya
Saya dari keluarga yang kurang mampu
Tolong saya pak jokowi"
0,cemana kita tahu yg menteri tu takde effort nak solve and help? Rakyat should tolong menteri too.
0,"pak, tolong bubarin fpi, suka berbuat kerusakan atas nama Islam, malah membuat Islam jelek"
0,"Tolong dunk pak @jokowi, porsi nyambel jadi mininalis ini https://twitter.com/IMS_NET/status/794319764407472128 …"
0,"Pak jokowi saya ingin kuliah tapi saya gk punya biaya
Saya dari keluarga yang kurang mampu
Tolong saya pak jokowi"
0,"@jokowi  Pak Presiden yang kami hormati,  mohon segera bubarkan ormas-ormas yg merusak kebhinekaan. #BubarkanFPI"
0,Jangan panik pak. Perbanyak ibadah dan mohon ampun pak kan udh jd presiden 10thn dr pada sibuk strategi sana sini. https://twitter.com/sbyudhoyono/status/793339492937502720 …
0,": presiden tdk perlu takut, umat islam hanya menuntut keadilan..sang penista agama kami mohon diadili.."
0,"Tapi kalau sudah jelas agenda khilafah itu bakal memecah belah NKRI, tolong diusulkan ke Presiden untuk melarang organisasi yg menyerukannya"
1,"Pak Presiden, tolong bantu usahakan agar keputusan Menteri di 2011 mengenai kawasan HPT di Pekanbaru khususnya Rumbai dicabut lagi"
0,"Pemerintah sudah memblokir 22 situs berbau Sara yang mengancam persautuan dan kesatuan Bangsa. 
Jadi tolong bagi... http://fb.me/4HoYxCywt "
0,"Bapak Presiden @jokowi @JKW4P , mohon ditetapkan 7 November sbg Hari Wayang Nasional #hariwayangnasionalpic.twitter.com/y2YYniRmJl"
1,"Mohon Presiden Kembalikan Jamkesda, Rita Dukung Gugat BPJS http://fb.me/8vieH6FlL "
0,"Kabar Gembira..!!!!! Kini Pemerintah Telah Memutuskan""SIM""Tidak Perlu Lagi di Perpanjang..!!! Tolong Bantu SHARE... http://fb.me/1GaQhOXHG "
0,"4Nov16. Mari bangsa Indonesia berdoa, mohon kepada Tuhan memberikan AzabNyake orang yg Salah/Fitnah. @jokowi @Metro_TV @kepolisian_indo"
0,"Presiden Indonesia: Presiden Jokowi, mohon tutup tambang emas di Hutan Lindung Tumpang Pitu. - Paraf Petisi! http://fb.me/161JVk1Vp "
0,"..mau tanya pak,  ingat kah bpk dengan pesan presiden pertama yg ""5"",...??? Tolong di jawab jika ingat"
0,Coba siapa saja tolong beritahu saya presiden kita @jokowi ini sebenarnya siapa ya?jd bingung akhir2 ini.@felixsiauw @jonru @hafidz_ary
1,bpk @jokowi @hanifdhakiri @KemenBUMN @RiniSoemarnoID menunggu apalagi? Mohon ditelusuri jg mslh penerimaan pegawai....rentan pungli https://twitter.com/dpp_spp3/status/793803433958440961 …
0,"@RadioElshinta 
Sy mau tanya, tolong jwb dgn jujur, Era Presiden RI siapa yg agak Adem ayem, Sy jd pndengar @RadioElshinta sjk thn 2006"
0,Tolong dibuka dong pak Presiden @jokowi please. Kemudian klarifikasi. Kita butuh kejelasan.
0,"Inilah wajah indonesia yang tumpul hukum... Pak presiden , kapolri tolong ditindak lanjuti http://fb.me/88jMCXgAc "
0,"@jokowi Pak, tolong saya Pak? Masaq saya nggak boleh menjadi diri saya sendiri di rumah saya. Saya difitnah dan hak-hak asasi saya dirampas."
1,tolong pak JOKOWI gimn nih PLN B.LAMPUNG MATI Terus siang malam.
1,"Listrik Mati Depok, kel Baktijaya kec sukmajaya, no pengaduan 50mnrmr  @pln_123 mohon untuk segera diproses, sangat meresahkan Cc @jokowi"
1,"@pln_123 listrik di  tomori,bacan,halmahera selatan sdh padam >2 jam..mohon tindak lanjutnya SEGERA!!! @LAPOR1708 @jokowi"
0,Pak jokowi tolong di negara tuntas kan kasus traficking#jgn hnya ngurusin KTT Yg tdk bermanfaat itu
0,http://m.utusan.com.my/berita/nahas-bencana/siswa-uitm-maut-dirempuh-kereta-langgar-lampu-isyarat-1.378925 … berita kemalangan arwah amir(mantan presiden) mohon sedekahkan alfatihah kpd arwah
0,"Mohon bebaskan biaya RS pk,Cc @jokowi https://twitter.com/okezonenews/status/772812842709848064 …"
0,pak @jokowi tolong tamatin sinetron surga yang ke dua sinetron tidak bermoral saya capek ngomong sm kpi suruh tamatin
0,@ganjarpranowo mohon ijin bapak gub jateng kulo cuman orang yg kagum kalih jenengan..kulo dongo supados binjing ben jengan bisa jdi presiden
0,"#Kom7 Mulyadi @PDemokrat #Sumbar2: yg dharapkan tmn2 adalah jika pemerintah ingin memotong, tolong disampaikan ke kita"
0,@jokowi pak jokowi tolong tindak tegas bagi mereka yang melakukan pelanggaran asusila. Semakin merajalela kasus2 yg demikian di negara kita
1,Cc @jokowi @ForHumBUMN @KemenBUMN tolong usut masalah 86calpeg pelindo 3 #savepekerjapelindo3https://twitter.com/makrufkurniadi/status/772344922686885889 …
0,Tolong lah anda sebagai presiden disini anda liat kebodohan jaksa jaksa anjing di sidang mirna itu sangat memalukan @jokowi @Metro_TV
0,Pak @jokowi tolong pikir nasib kami rakyat biasa. Jangan menurunkan harga sigkong karet dan smua barang menjadi mhal. Kami cuma rakyat miskn
0,"""@detikcom: Kapolri: SP3 Kasus Karhutla yang Libatkan Korporasi Digelar di Mabes http://detik.id/6CQCjc ""pak @jokowi tolong 'Pelototi' ini"
0,Dapet sms dari sepupu yg msh smo mnta tolong carikan nama2 menteri yg berubah. Walo agak males akhirnya ngetik sms banyak2 juga.
0,"Bangga @RHaryantoracing dipuji diluar negeri,mohon jg disupport @KEMENPORA_RI @Kemenpar_RI Bp @imam_nahrawi @jokowi https://twitter.com/rasjawa/status/772478156779368448 …"
1,Mantap pak Jokowi...sy Doakan Sukses 2 Periode lanjut...tp tolong pensiun janda dan anak yatim sdh 2 thn tdk naik...tolong diperhatikan jg ya pak...tks pak Presiden
0,"Tolong Pak @jokowi kasihan atlet INA berupaya meraih prestasi, tp masyarakatnya ga bisa nonton enk di tv :') https://twitter.com/INABadminton/status/975444470207401984 …"
0,"http://sollyez.com  :  Golkar: Amien Rais Jangan Gampang Tuduh Jokowi 'Pengibulan': ""Mohon dengan… https://goo.gl/fb/nVuAyF "
0,"cek yuk -> Golkar: Amien Rais Jangan Gampang Tuduh Jokowi 'Pengibulan' ""Mohon dengan segala  http://m.detik.com/read/2018/03/19/053042/3923440/10/golkar-amien-rais-jangan-gampang-tuduh-jokowi-pengibulan …"
0,"cek -> Golkar: Amien Rais Jangan Gampang Tuduh Jokowi 'Pengibulan' ""Mohon dengan segala  http://m.detik.com/read/2018/03/19/053042/3923440/10/golkar-amien-rais-jangan-gampang-tuduh-jokowi-pengibulan …"
0,"Golkar: Amien Rais Jangan Gampang Tuduh Jokowi 'Pengibulan' ""Mohon dengan segala  http://news.detik.com/read/2018/03/19/053042/3923440/10/golkar-amien-rais-jangan-gampang-tuduh-jokowi-pengibulan …"
0,"@null Golkar: Amien Rais Jangan Gampang Tuduh Jokowi 'Pengibulan' ""Mohon dengan segala  http://m.detik.com/read/2018/03/19/053042/3923440/10/golkar-amien-rais-jangan-gampang-tuduh-jokowi-pengibulan …"
0,"cek yuk -> Golkar: Amien Rais Jangan Gampang Tuduh Jokowi 'Pengibulan' ""Mohon dengan segala  http://news.detik.com/read/2018/03/19/053042/3923440/10/golkar-amien-rais-jangan-gampang-tuduh-jokowi-pengibulan …"
0,"@null Golkar: Amien Rais Jangan Gampang Tuduh Jokowi 'Pengibulan' ""Mohon dengan segala  http://news.detik.com/read/2018/03/19/053042/3923440/10/golkar-amien-rais-jangan-gampang-tuduh-jokowi-pengibulan …"
0,Tolong berikan keamanan dan ketenteraman warga untuk beraktivitas @jokowi @DivHumas_Polri @Puspen_TNI @Kemendagri_RIhttps://twitter.com/karniilyas/status/975404470677921793 …
0,"Saya sebagai orang yang berafiliasi pada Nahdhatul Ulama mengharapkan sifat rendah hati tersebut juga nampak dari Bapak. Jika insya Allah Bapak menjadi presiden nanti, mohon kiranya menjaga hubungan ulama dan umaro."
1,Otto Mohon Jokowi Jadikan Kasus Jessica Momentum Reformasi Hukum http://news.liputan6.com/read/2631693/otto-mohon-jokowi-jadikan-kasus-jessica-momentum-reformasi-hukum?utm_source=lpfeed&utm_medium=lpfeed&utm_campaign=rss2 … #infokopi #coffeetime
1,Betull itu bpk peresiden.. tolong yg ketahwan pungli harus di pecat dri ke pegawaiian yaa.. semoga aja indonesia bebas dari pungli
1,@ridwankamil @aheryawan @jokowi @KemenPU @PRFMnews @KabBandungBarat @pikiran_rakyat Mohon diperbaiki jln Dago giri https://twitter.com/YayatTSoemitra/status/787899025890566145 …
0,..assalamualaikum. ..pak...saya dari lampung...tolong pak begal2  yg di lampung di tembak mati aja.  Meresahkan warga makasih.
0,ada yg salah dgn tweet saya pak? Kalo ada tolong jelaskan!
0,"Jessica Minta Tolong Jokowi: Apabila ada pihak berkepentingan atas tewasnya Wayan Mirna Salihin, dia memastik... http://bit.ly/2eqxmW7 "
0,Jessica Minta Tolong Jokowi https://goo.gl/fb/bHW7Y7  http://Eltelu.wapka.mobi 
0,@jokowi Mohon dibuatkan contak lerson laliran pungli
0,di grobogan jateng mohon disidak.
0,Jessica Minta Tolong Jokowi http://dlvr.it/MVJD8Q pic.twitter.com/zEsOd1MjGt
1,Mohon diperhatikan daerah terpencil yg juga bagian NKRI @jokowi @Pak_JK @KemenPU @bappenas @Kemendikbud_RI http://m.tribunnews.com/nasional/2016/10/18/ke-sekolah-murid-sd-di-sulawesi-ini-harus-lewati-jembatan-dari-2-bilah-bambu-rawan-masuk-jurang …
0,"#LengserkanJokowi ""@Restyies: Mohon dgn sangat pada yth pak @jokowi , berhentilah berlaku spt presiden https://twitter.com/Bg_MarOne/stat …"""
0,@jokowi @KSPgoid @setkabgoid Ketik kata OPP di google tidak akan ditemukan Operasi Pemberantasan Pungli mohon menjadi perhatian hehe
0,Terimakasih sudah di follback Pak Menteri @imam_nahrawi mohon maaf jika ada twit sy yg kurang berkenan
0,Mohon bantuannya menyelamatkan masa depan anak anak kami yg HAK ayahnya dirampas sejak 1 Jan 2010 sd kini pic.twitter.com/JOzqZy1nJg
0,"@jokowi @KemenkesRI pak presiden tolong spy pak Menteri Kesehatan tindak tegas R Sakit AWAL BROOS ini, ini Buktinya pic.twitter.com/Qkha20OEVx"
0,Pak @jokowi tolong untuk Banjarmasin sudah puluhan tahun sering sekali terjadi pemadaman listrik dengan alasan selalu perbaikan @pln_123
0,"@jokowi pak tolong didaerah2 buat jalan nya yg lebar krn penduduk makin byk nt akan lbh ssh bangun jalan kl sdh byk rmh pnduduk,trm ksh"
0,"Bapak Presiden @jokowi Mohon bantuan Bapak atas masalah penahanan ijazah saya oleh CV. LIDO LINTAS CAKRAWALA, Matur nuwun sanget."
0,Selamat pagi @BNPTRI @titokarnavian3 @Cakra_Kostrad @HumasMetroJaya @tni_ad @kodamjaya03 Mohon respon cepat terhadap pengRusak NKRI @jokowi pic.twitter.com/EA8idyC82g
0,@jokowi pak presiden sampai kpn tindakan anarkis spt ini? Tolong pa presdn p kapolri sgr hentikan. Ini sdh sangat keterlaluan
0,"@jokowi Jangan cekal kami dg nilai tinggi, jk memang negara terlalu berat terhadap anggaran sertifikasi guru, tolong di hapus sj TPP"
0,"@jokowi Tolong pak, kami para guru yg baru mau sertifikasi jangan bebani dg nilai yg terlalu tinggi (UTN/UKG 80)"
0,"@UstadTengku klu ceramah ada ajakan lawan, benci, bunuh, istana iblis, presiden goblog, itu divideo rizieq MUI ngijinin mohon pencerahannya? https://twitter.com/hariadhi/status/815661773105889280 …"
0,"dear Mr President Jokowi. Tolong segera bubarkan FPI, ormas sprti ini justru memecah belah bangsa Indonesia."
0,Mohon Segera ditindaklanjuti http://baranewsaceh.co/mutasi-pejabat-eselon-gayo-lues-diduga-cacat-hukum/ … CC @jokowi @menpangoid @humasaceh @tjahjo_kumolo @GerakAceh
0,"@jokowi mohon untuk diperhatikan pak,terimakasih pak :) https://twitter.com/stepbystepYO_ID/status/815607661852954624 …"
0,"@jokowi Bapak presiden,di tahun baru ini masyarakat medan dihadiahi pemadaman oleh PLN telah hampir 24 jam.mohon diinvestigasi.Trims"
1,"pa Presiden yg kami cintai, mohon ditindak oknum2 PLN diSUMUT yg slalu padamkan listrik 2X sehari sering dilakukan pd malam hari"
0,"bp Presiden Jokowi yg kami sayangi, mohon perhatiannya dimedan sekitarnya listrik slalu mati 2X sehari sring trjadi pd malam hari.."
0,"@NelsonPung @liowtionglai MOT tak kisah pun Tak nak tolong jadi mentari jgn menteri, paham bah? Ko ni Bapak Cina kann MCA (u)"
0,"@jokowi pak, kami keluarga korban mv tayson4,telah di zolimi, oleh oknum polair,/syahbandar surabaya, mohon bantuannya"
1,"@KemenBUMN BU MENTERI, TOLONG PECATKAN GM OPERASIONAL PLN SUMUT? GIMANA MAU RAYAKAN TAHUN BARU? MATI LAMPU TERUS SELAMA HAMPIR 10 JAM.."
0,@detikcom TIM DETIK.. TOLONG SAMPAIKAN SAMA MENTERI BUMN. PECAT ITU GM OPERASIONAL PLN SUMUT. MALAM TAHUN BARU MATI LAMPU TERUS SMP HARI INI
1,"pak @jokowi, tolong mentri agama menjelaskan arti kafir. Ini jelas2 menyesatkan dan sangat mengganggu!"
0,#Macet #Jokowi arah ke bandung macet gk yaa? Tolong info nya dong thx #JakartaMacet
0,"@jokowi pak masih banyak daerah yg nakal dg anggaran,tolong awasi ya....,trims..."
0,"@jokowi saya mencari kerja di magetan susah sekali, tapi klu cari kerja di surabaya mudah sekali, mohon info lowongan kerja di magetan pak"
0,"https://m.facebook.com/story.php?story_fbid=1937402839859892&id=100007705834144 … @jokowi pak presiden,mohon ditundak aksi intoleran tersebut :-("
1,Mohon koordinasi dan penataan perpustakaan diderah-daerah juga pak Jokowi. Spy lebih fungsional dan menarik untuk dikunjungi kaula muda
0,"Masih Aman aman saja semeton, hanya Level IV awas, mohon untuk tetap tenang, ikuti arahan Pemerintah. Jangan... http://fb.me/xddP2y8f "
0,"Mohon maaf, instruksi pembelian itu wewenang Kabin apa presiden ya?, jika benar instruksi kabin, apa tak berlebihan"
0,"Tolong lah segera ditangkap pak @DivHumasPolri @tribratanews @jokowi ini bener"" keterlaluan.. ada banyak anak kecil wkt kejadian.. "
0,tolong katakan jg bhw indonesia darurat korupsi sbgmn darurat narkoba n kjahatan lainya yg dah di daruratkn
0,#Macet #Jokowi tol tb simatupang ke arah joglo ada apa ya ? macet bgt 0km/jam. mohon infonya #JakartaMacet
0,Tolong segera di beri pelajaran..maaf sblm ada yg mendahului aparat untuk tindak tegas...
0,"Kabar Gembira..!!!!! Kini Pemerintah Telah Memutuskan""SIM""Tidak Perlu Lagi di Perpanjang..!!! Tolong Bantu SHARE... http://fb.me/95xvQPsyX "
0,"Pak @jokowi .. Saya pilih bapak untuk bisa atasi hal seperti ini pak.. Tolong lah pak, beri tindakan tegas.."
0,Pak Menteri tolong di tindak nih..  @lukmansaifuddin @jokowi @addiems
0,; .mohon kepada menteri kesehatan segera lakukan tes kejiwaan anggota Komnas agar berpikiran lurrus.
0,Pak kapolri tolong minta para jendral daan Amin R buat laporan & beri bukti bkn rakyat yg bicara @jokowi @DivHumasPolri
0,Mohon Presiden @jokowi untuk dapat juga merealisasikan Film penghianatan DI/TII juga https://twitter.com/liputan6dotcom/status/911474255207948288 …
0,Tolong segera ditindak lanjuti @DivHumasPolri @CCICPolri @jokowi @Kemenag_RI @lukmansaifuddin @WagubDKI @DKIJakarta @GusYaqut
0,https://m.detik.com/finance/berita-ekonomi-bisnis/d-3513635/mengintip-kondisi-terkini-jalur-puncak-ii-yang-mangkrak … tolong segera dilanjutkan pak @jokowi
0,Jangan biarkan yg beginian mudah melakukan pelecehan pak.mohon lacak dan tangkap @DivHumasPolri @jokowi pic.twitter.com/67pwljQorg
0,Mohon bantuannya pak
0,"@CCICPolri @DivHumasPolri @_TNIAU Mohon orang ini dibekuk, Pak !"
0,pak tolong perbanyak pelajaran tentang  pancasila untuk siswa siswi Indonesia @jokowi @muhadjir_ef @lukmansaifuddin
0,pak tolong perbanyak pelajaran tentang makna pancasila untuk siswa siswi Indonesia @jokowi @muhadjir_ef @Itjen_Kemdikbud @Kemdikbud_RI
1,"Bapak presiden @jokowi yg terhormat, tolong selesaikan persoalan listrik di Aceh. Kami harus beribadah dalam gelap selama Ramadhan 1438 H."
0,pak jokowi tentang aksi gengster apa tindakan yg akan bapak lakukan? ini sangat meresahkan warga pak. tolong jgn tutup mata 
0,Kami mohon lihat pengabdian kami honorer yg jadi garda terdepan pelayanan umum
0,@jokowi tolong bantu kami pak
1,@e100ss  wilayah Randu agung gg3 sudah 3 hari krisis air PDAM. pemerintah mohon perhatiannya.
0,"@jokowi kenaikan listrik sangat terasa,100.000 seminggu hanya untuk kulkas,penanak nasi,dan tv...tolong masyarakat pa"
0,@DivHumasPolri tolong akun @shiwie6 ditindak...menghina presiden@jokowi
1,kami mohon bpk presiden angkat kami honorer K2 yg sdh tua utk jd PNS....
0,Tolong pak @jokowi ... ini sdh keterlaluan... https://twitter.com/shiwie6/status/868857294636761088 …
0,"PEDULI FAKTA: PAK PRESIDEN, TOLONG JELASKAN LOGIKA ANDA KE RAKYA... http://pedulifakta.blogspot.com/2015/12/pak-presiden-tolong-jelaskan-logika.html?spref=tw …"
1,"Mohon @pln_123 nyalakan listrik lingkungan kami kel. Bojongsari baru depok. Mohon maaf lahir bathin cc YM @jokowi 
Tarif sdh naik kan?"
0,"@jokowi  Selamat pagi, Tolong Di percepat pak highway nya , saya mw lewat dari padang ke tulungagung, saya mw tray berapa hari."
0,"@TelkomCare  pak @jokowi tolong nih, masa provider internet macem gini servicenya.:("
0,Curhat Petani Karet Prabumulih Minta Tolong Pak Presiden - Tribun Sumsel http://fb.me/3bfikVVkZ 
1,"@jokowi selamat dini hari pak, Listrik di sawangan permai padam sejak pukul 23.30 sampai sekarang belum nyala.. Mohon dibantu pak."
0,"@pramonoanung Pagi Pak Pram..! Pak Tolong sampaikan ke Pak Jokowi Agar Beliau Menegur Ahok karena kalau bicara di media kasar&sombong,Tks."
1,"@Jokowi_JKCenter
Saya pemilih bpk pada pilpres kemarin, mohon dibantu ya pak..
Sertifikasi saya blm cair bln okt sd des 2015 guru non pns.."
1,"@jokowi
Dana sertifikasi saya bln okt sd des 2015 blm cair pak, mohon bantuannya.
Guru non pns sma kyai ageng basyariyah madiun jatim."
1,"@jokowi tolong ini dibantu > @republikaonline:
Gempa di Sumba
Barat Rusak
Bangunan Sekolah
http://rol.co.id/r/o2hz3w282 "
0,@jokowi tolong bantu rio hariyanto menuju formula 1 pak.
0,@jokowi Presiden RI mohon perhatikan nasib rakyat tanahnya dipakai selama 64 th tolong bantu Bapak Presiden data lengkap. Terima kasih salam
0,"Pak @jokowi dan pak @Pak_JK tolong bantu Rio haryanto untuk bs msk ke F1 , tolong pertimbangkan kembali sgt di sayangkan klo rio tdk ikut F1"
0,pak presiden kim jong un tolong nuklir uekhb biar dia ga nyampa yang receh receh di dm saya lagi dong pak
1,@jokowi Ibu saya sudah 13 tahun di kuwait dan ibu saya sedang sakit.Ini foto ibu saya.Tolong di bantu bapa presiden pic.twitter.com/LX2kCt4Qcb
1,"@jokowi bapa persiden tolong babtu pulangkan ibu saya,Apipah binti dulatip.Ibu saya sekarang ada di KBRI KUWAIT."
1,@jokowi sambungan Tol dari Pejagan Brebes-Pemalang-Pekalongan-Batang mangkrak 10 tahun. Kami mohon dibantu agar cepat kelar pak @jokowi
0,"Tolong pemerintah tahu apa yang mereka lakukan untuk negara ini, saya gak habis pikir ada yg namanya kartu buat anak? Itu buat apa ada AKTA"
0,@jokowi tolong baca ini bapak presidenku http://www.hatree.net/2016/02/kisah-bocah-malang-dikhianati-negaranya.html?m=1 …
0,"Siap : 
@hasanlibre 
Mohon komandan berkenan membaca nya. Surat saya untuk Pak Jokowi
http://4shared.com/file/keOmRCRWb ."
0,Pak @jokowi kapan mau Reshuffle kabinet...? sy titip yaa tolong pak menpora nya dituker aja yaaa...
0,"""Pak Presiden tolong kami para petani karet. Harga karet murah kami… https://www.instagram.com/p/BBuyZERxQfo7FANy2pDitwfDXaTwO0sBdbPqzk0/ …"
