,name,class,text
204,irbirwan,1,@CommuterLine minta tolong donk untuk PKD di dlm krl keberangkatan bks 6.50 no KA 1323 di kereta 10 ada segerombolan ibu2 yg selalu makan..
205,mister_galauw,1,"""Ya Tuhan seandainya dia itu “BUKAN” jodoh aku, maka aku akan memohon pada-Mu tolong dihapuskan kata “BUKAN” itu dari kenyataan"""
206,radiyaa,1,"@HusaeniRoby Prknalkan sy indra. u/ kprluan tugas kuliah, Mohon kesediaan Anda u/ mnjawab brp batang rokok yg Anda hisap dlm 1 hari? Tks."
207,adyrahmady91,1,Rio: “Halo dari Moskow. Tolong Dukung Saya Buat Weekend Ini” http://salamolahraga.com/2016/04/26/rio-halo-dari-moskow-tolong-dukung-saya-buat-weekend-ini/ …pic.twitter.com/dNMnIftWeM
208,RamaRVJ,1,"@TokopediaCare mohon bantuanya untuk mlkukan cancel dengan invoice berikut INV/20160425/XVI/IV/34010929
Mhn d bantu karna ad kslhan transfer"
209,alwialfatihah,1,"selama itu baik, maka tolong-menolonglah!! (@SongTriplets @20120316_TH) Jadikan dirimu berarti u/ oranglain...pic.twitter.com/uBcGAB1wX5"
210,radiyaa,1,"@dnddudung Prknalkan sy indra. u/ kprluan tugas kuliah, Mohon kesediaan Anda u/ mnjawab brp batang rokok yg Anda hisap dlm 1 hari? Tks."
211,novifauzi8921,1,Rio: “Halo dari Moskow. Tolong Dukung Saya Buat Weekend Ini” http://salamolahraga.com/2016/04/26/rio-halo-dari-moskow-tolong-dukung-saya-buat-weekend-ini/ …pic.twitter.com/RIZfkZjJlB
212,last_arts,1,@G_R12 hii gilang...saya ibu nya dizsa mau minta tolong hari ini dizsa ultah..bisa buatin video ucapan buat dia..trims
213,radiyaa,1,"@fishyfreak_47 Prknalkan sy indra. u/ kprluan tugas kuliah, Mohon kesediaan Anda u/ mnjawab brp batang rokok yg Anda hisap dlm 1 hari? Tks."
214,sadrian123871,1,Rio: “Halo dari Moskow. Tolong Dukung Saya Buat Weekend Ini” http://salamolahraga.com/2016/04/26/rio-halo-dari-moskow-tolong-dukung-saya-buat-weekend-ini/ …pic.twitter.com/L7DEWSWuZb
215,Syaemy,1,"MCU 
Mohon doanya ya semuanya @ RS Jakarta Jln Sudirman, Jakarta Selatan https://www.instagram.com/p/BErsbbVRRf4/ "
216,IndonesiaGaruda,1,"@missfloren Selamat pagi, mohon diinformasikan kode booking Anda, akan kami bantu lakukan pengecekan lebih lanjut. Terima kasih. - Lea"
217,danieldtedja,1,"Dear pak Ridwan, mohon memperoleh prioritas perbaikan jalan, thanks. >>> https://news.detik.com/read/2016/12/17/234321/3374112/10/sopir-truk-meninggal-diduga-kelelahan-akibat-macet-parah-di-banyumas …"
218,yiireone,1,"Aiupuja Hai, Mbak Ayu. Mengenai tidak bisa menggunakan flash lokal, silakan restart. ​​Saya bantu cek mohon ditunggu. -Cleo"
219,jjebum,1,"#telkomsel Aiupuja Hai, Mbak Ayu. Mengenai tidak bisa menggunakan flash lokal, silakan restart. ​​Saya bantu cek mohon ditunggu. -Cleo"
220,djeonggkie,1,"ie168 Hai Indra, mohon maaf atas keterlambatan kami dalam membalas pesan kamu dan juga ketidaknyamanan yang sudah--"
221,MELTSKYLEE,1,"(cont.) pasta kacang kedelai hitam tersebut setelah minyak dalam wajan sudah panas.

""Ahㅡ언니, bisa tolong tangani ini selagi aku (cont.)"
222,parxrosei,1,"ZaloraID: amrihabeb Hi, mohon maaf bisa mau infokan nomor ordernya melalui DM kami"
223,shownumnstx,1,"ie168 Hai Indra, mohon maaf atas keterlambatan kami dalam membalas pesan kamu dan juga ketidaknyamanan yang sudah--"
224,TENDOzaim96,1,Mohon https://twitter.com/deadlinedaylive/status/810217809892536320 …
225,OFCDIBLX,1,"Telkomsel: Aiupuja Hai, Mbak Ayu. Mengenai tidak bisa menggunakan flash lokal, silakan restart. ​​Saya bantu cek mohon ditunggu. -Cleo"
226,kimjongey,1,": ie168 Hai Indra, mohon maaf atas keterlambatan kami dalam membalas pesan kamu dan juga ketidaknyamanan yang sudah--"
227,wahyuceptiana,1,iya typo muu :( tolong maklumin
228,parxrosei,1,"TokopediaCare: ie168 Hai Indra, mohon maaf atas keterlambatan kami dalam membalas pesan kamu dan juga ketidaknyamanan yang sudah--"
229,gopargempor,1,"Pak @mohmahfudmd kan pakar hukum. tolong jelaskan pada kami, si bola itu melanggar KUHP pasal berapa sehingga perlu ditangkap."
230,surya_ggmufc,1,": ie168 Hai Indra, mohon maaf atas keterlambatan kami dalam membalas pesan kamu dan juga ketidaknyamanan yang sudah--"
231,qrytals,1,"TokopediaCare: ie168 Hai Indra, mohon maaf atas keterlambatan kami dalam membalas pesan kamu dan juga ketidaknyamanan yang sudah--"
232,A_double2,1,Mohon Like dan share FP HTI yg baru http://fb.com/htiid 
233,cyena99,1,"Telkomsel: Aiupuja Hai, Mbak Ayu. Mengenai tidak bisa menggunakan flash lokal, silakan restart. ​​Saya bantu cek mohon ditunggu. -Cleo"
234,KAI121,1,"Mohon maaf atas ketidaknyamanannya, bisa diinformasikan saat ini sedang dalam perjalanan dari dan tujuan kemana, |1"
235,pldsilla,1,"Telkomsel: Aiupuja Hai, Mbak Ayu. Mengenai tidak bisa menggunakan flash lokal, silakan restart. ​​Saya bantu cek mohon ditunggu. -Cleo"
236,kdoryeon,1,"TokopediaCare: ie168 Hai Indra, mohon maaf atas keterlambatan kami dalam membalas pesan kamu dan juga ketidaknyamanan yang sudah--"
237,aldi_ya17,1,Min pengumuman hasil SKD kapan min di umumkan ?? Mohon balasannya min . makasi
238,KAI121,1,"Mohon maaf atas ketidaknyamanannya, rekan kami segera mengecek kondisi AC yang dikeluhkan, trims."
239,adiba_dithyanis,1,tolong akhiri saja. Udah ga kuat.
240,Highlight__SDW,1,Yah susah itu /? Wkwkkw btw blh tolong retweet ini? Makasi https://twitter.com/CINEMAGENCY/status/922207131012435968 …
241,jocrkert,1,"idrriss Hai Bpk Idris, mohon informasi lebih lanjut apakah uang yang yg rusak tersebut di dapat Bpk saat melakukan penarikan tunai (cont)"
242,PDAMSurabaya,1,Mohon maaf atas ketidaknyamanan yang dialami. Untuk pengaduan mohon sertakan nomer Pelanggan dan nomer tlp yang bisa dihubungi. Terima kasih
243,KabarInhuCom,1,"RAPP Ikuti Peraturan dan Perundangan yang Berlaku, Mohon Kepastian Hukum Berinvestasi http://fb.me/6LSiVsL9x "
244,sergiodelion,1,Tolong yg desah2 gitu mending jan disini:)
245,maulizt,1,Min tolong share Jakarta tgl 19 Oktober yah
246,JNECare,1,"Mohon maaf atas ketidaknyamanannya, admin cek paketnya belum ada pengantaran. Mohon info alamat lengkap, patokan, no. (1/3)"
247,Sysynbl,1,Ya ampun suara tolong la jgn keluar tak keluar
248,PDAMSurabaya,1,Mohon maaf atas ketidaknyamanan yang dialami. Untuk pengaduan mohon sertakan nomer Pelanggan dan nomer tlp yang bisa dihubungi. Terima kasih
249,FirstMediaCares,1,"Selamat pagi First People, mohon info alamat lengkapnya (nama jalan + no rumah dan kode pos) ^5HY"
250,dtono88,1,"Mbak tolong jgn dibubarin,... Sy mau cari kerjaan dimana lagi... Order demo aja skrg sepi apalagi dibubarin... Pliisss mbak jangan"
251,takkiranger,1,Benci sebab semua yang dia masak nampak sedap wey. Tolong la jadi permanent dalam 3MAD 
252,kyungdv90,1,"“tolong berhenti tersenyum seperti itu, agar aku bisa dengan mudah membencimu.” –Moon Embraces Sun-"
253,arifhamidullah_,1,tolong lah tak sanggup sia macam ni
254,febyzebua,1,"@mandiricare jika mmg mandiri bank yang memiliki pelayanan terbaik , mohon cs nya di training secara maksimal"
255,krysstallx,1,Gue ngakak tolong https://twitter.com/kaangmina/status/922231296440508416 …
256,riaumandirico,1,"#Riaumandiri RAPP Ikuti Peraturan dan Perundangan yang Berlaku, Mohon Kepastian Hukum… https://goo.gl/fb/s7sb2g "
257,yuckqi,1,"CassielNina Hai, Mbak Nina. Mohon maaf atas ketidaknyamanannya. Terkait keluhan tidak ada sinyal, silakan restart HP dan akses di luar ruangan. Jika masih kendala, infokan nomor HP dan lokasi via DM agar privasi terjaga dan dicek. Terima kasih. -Tari"
258,yuckqi,1,"riadillahadil [1] Hai, Mas Rifa. Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan akses App MyTelkomsel, silakan hapus data cache pada aplikasi lalu logout dna login kembali."
259,ind_x,1,Tolong konfirmasinya apa betul dia penerbang di @IndonesiaGaruda cc: @KemenBUMN @DivHumas_Polri https://twitter.com/9111_dans/status/996785388483039232 …
260,CastrolBikersID,1,"Bulan suci yang penuh berkah sudah tiba, saatnya menjalankan ibadah puasa dengan penuh keikhlasan, Bro. Mohon maaf lahir dan batin.  pic.twitter.com/nmIzcq2Pdo"
261,CommuterLine,1,"Kami mohon maaf atas ketidaknyamanannya, perihal tersebut akan kami sampaikan ke unit terkait untuk dilakukan pengecekan demi meningkatkan pelayanan bagi pengguna Jasa Angkutan Kereta Commuter Indonesia."
262,nanarl,1,"CassielNina Hai, Mbak Nina. Mohon maaf atas ketidaknyamanannya. Terkait keluhan tidak ada sinyal, silakan restart HP dan akses di luar ruangan. Jika masih kendala, infokan nomor HP dan lokasi via DM agar privasi terjaga dan dicek. Terima kasih. -Tari"
263,zlkrnnst,1,ya allah ujaaan ini nyuruh tidur lagi aja apa gimana mohon petunjuk 
264,nanarl,1,"riadillahadil [1] Hai, Mas Rifa. Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan akses App MyTelkomsel, silakan hapus data cache pada aplikasi lalu logout dna login kembali."
265,JNECare,1,"Hai Kak, kami mohon maaf atas ketidaknyamanannya admin bantu koordinasikan kembali keluhan kirimannya ke pihak terkait. Mohon ditunggu prosesnya karena saat ini sedang dalam penanganannya. Thanks ^Ririe"
266,imyoonarl,1,"adrvals_   Hai, Mas Adrian. Mohon maaf atas ketidaknyamanan yang dialami, terkait keluhan akses data dikenakan tarif normal silakan infokan nomor dan waktu tanggal kejadian via DM agar dibantu cek dan privacy terjaga. Tks :) -Dalia"
267,imyoonarl,1,"CassielNina Hai, Mbak Nina. Mohon maaf atas ketidaknyamanannya. Terkait keluhan tidak ada sinyal, silakan restart HP dan akses di luar ruangan. Jika masih kendala, infokan nomor HP dan lokasi via DM agar privasi terjaga dan dicek. Terima kasih. -Tari"
268,4nge_sauvage,1,"@Redbb1n Happy Milad, Barakallahu fii umrik . selamat menjalankan ibadah puasa, mohon maaf lahir dan bathin "
269,VerinaLaras,1,"selamat menunaikan ibadah puasa semoga ibadah dan puasanya lancar.

mohon maaf lahir dan batin"
270,xxchenlle,1,"salamat pagi! selamat berpuasa bagi yang menjalankan. yang enggak menjalankan tolong hargai yang berpuasa yaa ^ ^
love each’ other like Jisung loving me — eh "
271,ntshasuib,1,"Mohon kawan kawan atau sesiapa je umat islam. nak tweet boleh tapi janganlah post gambar makanan weh. respect sikit orang yang puasa.

please. sesungguhnya aku insan yang lemah "
272,isyaabo,1,"Selamat menjalankan ibadah puasa semuaa. Mohon maaf ya kalo syabo kadang suka terlalu lucu. Uda dari sananya begini atuh gmn. Dan buat yg skrg jauh, yauda la ya lo terlalu jahat si buat gua jadi Allah jauhin deh. hehe. bye"
273,Amelia_Kh1,1,sudah saya DM min. Mohon dengan amat sangat segera ada progres ..
274,Dika_Nurrahman,1,"Ya Tuhan jika dia bukan JODOHKU, Tolong hapuskan kata BUKAN dari hidup ini."
275,mantomJHR,1,mereka keje utk umno selama ni sedangkan gaji dibayar guna wang rakyat..soh la umno pulak bayar gaji dia org....takpun kau tolong la carikan ‘Pak Sanggup’ https://twitter.com/encikzapa/status/996666478656094208 …
276,rojevbp,1,"CassielNina Hai, Mbak Nina. Mohon maaf atas ketidaknyamanannya. Terkait keluhan tidak ada sinyal, silakan restart HP dan akses di luar ruangan. Jika masih kendala, infokan nomor HP dan lokasi via DM agar privasi terjaga dan dicek. Terima kasih. -Tari"
277,fazeyla_rosli,1,Nak tolong hantar ke? 
278,wiriantowidjaya,1,"Mohon beri kesempatan bagi beliau untuk menjelaskan mas, jangan serobot hak jawab beliau. Tentu saja pak @prabowo yang paling paham."
279,JNECare,1,mohon infokan no. resinya via DM agar admin cek. Thanks ^Aily  (2/2)
280,ikakristanti23,1,"Kalo dia bukan pilihan yang baik buat saya, tolong pisahkanlah dengan cara yang terbaik Tuhan. :')"
281,JNECare,1,"Selamat pagi kak, mohon maaf atas ketidaknyamanan saat cek di website kami. Admin cek webnya sudah normal kembali, (1/2)"
282,smartfrenworld,1,"Mohon infokan lokasi nya dengan lengkap ya seperti nama jalan, kecamatan, kelurahan dan kota nya. Tks - Dito"
283,mabokimia,1,"""Saudara yang dibelakang tolong maju kedepan"" pas pelajaran matematika peminatan be lyke pic.twitter.com/HY9zoqZqsW"
284,meyloe_,1,Tolong la tkyh present harini. Aku rabak sgt ni tk tido
285,JNECare,1,"Pagi kak. Kami mohon maaf atas ketidaknyamanannya. Mohon infokan alamat lengkap, no. tlp penerima serta isi paket via dm (1/2)"
286,n703m,1,"Sudah 20 jam masih belum jalan...sesulit apa perbaikannya pak, saya hanya mengandalkan indihome u/ usaha saya...tolong diperbaiki..."
287,ucazefanya,1,"Sumpek katanya, tolong rei bimbing dia"
288,kyungdv90,1,"“tolong berhenti tersenyum seperti itu, agar aku bisa dengan mudah membencimu.” –Moon Embraces Sun-"
289,FianaDanisha,1,"PROMO CUTI : Kashmir + Taj Mahal, 9hari, 7mlm. 10-18 april 2013. Hanya tinggal 11 tempat dgn harga promosi RM4990 (net price). Mohon RT."
290,HaloBCA,1,"Kami infokan kepada Ibu Fitri bahwa untuk pembukaan rekening menggunakan KTP, mohon infokan apakah telah (1/2) ^Yoga"
291,KaniaNurul_6112,1,@CGV_ID Tolong tayangkan juga movie korea ROOM NO. 7 di Indonesia  @weareoneEXO @CGV_KOREA #EXO #KoKoBop
292,WN1GUANLIN,1,pipi tolong dikondisikan
293,JNECare,1,06 November '17 jam 19:50. Mohon dicek dan apabila masih ada kendala silahkan konfirmasi kembali. Thanks ^Aily  (2/2)
294,JNECare,1,"Selamat pagi kak, mohon maaf atas ketidaknyamanannya. Admin cek paketnya sudah diterima atas nama Hafiz (Ybs) tanggal (1/2)"
295,JNECare,1,"infonya. Mohon info nama penerima, alamat lengkap, kode pos, patokan, no. tlp penerima, no. tlp alternatif lain dan (2/3)"
296,fauziah_320,1,jgn mudah lupa dgn org yg prnh tolong kita... langit tak selalunye cerah.
297,JNECare,1,"Selamat pagi, mohon infokan no resinya dahulu kak agar admin cek paketnya. Thanks^Puri"
298,strawbyerin,1,#etl ada yg masih main rp fb?bisa minta tolong gaa? -Bang__Minaaaaah
299,skieyfall,1,Shinichi_Dheny [1] Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan tidak bisa kirim SMS ke nomor premium.
300,itsyoung_k,1,yoona1: Shinichi_Dheny [1] Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan tidak bisa kirim SMS ke nomor premium.
301,skieyfall,1,"Ragielwae103 [1] Hai, Mas Ragiel. Mohon maaf atas ketidaknyamanan yg dialami. Terkait keluhan tidak mendapat kuota bonus upgrade,"
302,AjakWarner,1,saya keliru... mohon bantuan anda.
303,rildanik,1,Telkomsel: Shinichi_Dheny [1] Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan tidak bisa kirim SMS ke nomor premium.
304,jealhyun,1,Telkomsel: Shinichi_Dheny [1] Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan tidak bisa kirim SMS ke nomor premium.
305,pjihion,1,Shinichi_Dheny [1] Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan tidak bisa kirim SMS ke nomor premium.
306,pratomobernian,1,Telkomsel: Shinichi_Dheny [1] Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan tidak bisa kirim SMS ke nomor premium.
307,pratomobernian,1,"Telkomsel: Ragielwae103 [1] Hai, Mas Ragiel. Mohon maaf atas ketidaknyamanan yg dialami. Terkait keluhan tidak mendapat kuota bonus upgrade,"
308,chnyeolh,1,HaloBCA: mpujayaprema Mohon Bpk/Ibu infokan apakah kartu ATM yang dimiliki saat ini terblokir dikarenakan salah input PIN? Tks :) ^Yoga
309,pjihion,1,"Ragielwae103 [1] Hai, Mas Ragiel. Mohon maaf atas ketidaknyamanan yg dialami. Terkait keluhan tidak mendapat kuota bonus upgrade,"
310,chnyeeol,1,Shinichi_Dheny [1] Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan tidak bisa kirim SMS ke nomor premium.
311,leesiay,1,somi2: Shinichi_Dheny [1] Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan tidak bisa kirim SMS ke nomor premium.
312,kgmingyu,1,Unfoll aja Shinichi_Dheny [1] Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan tidak bisa kirim SMS ke nomor premium.
313,rowjse,1,Shinichi_Dheny [1] Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan tidak bisa kirim SMS ke nomor premium.
314,louwcass,1,Telkomsel: Shinichi_Dheny [1] Mohon maaf atas ketidaknyamanan yang dialami. Terkait keluhan tidak bisa kirim SMS ke nomor premium.
315,rowjse,1,"Ragielwae103 [1] Hai, Mas Ragiel. Mohon maaf atas ketidaknyamanan yg dialami. Terkait keluhan tidak mendapat kuota bonus upgrade,"
316,kgmingyu,1,"Unfoll aja Ragielwae103 [1] Hai, Mas Ragiel. Mohon maaf atas ketidaknyamanan yg dialami. Terkait keluhan tidak mendapat kuota bonus upgrade,"
317,Umayera,1,"Semalam membe call sampai pkul 1 sbb tolong assignment, sorang lagi luahkan perasaaan...."
318,tuwaiseunayeon,1,"jonrahardjo Hai Jonathan. Mohon maaf atas ktidaknyamanannya ya. Utk prihal ini, bisa infokan alamat email akun Tokopedia km via DM? Agar -"
319,tuwaiseunayeon,1,"RizkyFMuhammad Hai Rizky. Mohon maaf atas kterlambatan membalas tweet km ya. Baik jika buku tabungan tidak ada, km dpt mengirimkan -"
320,azamirul_,1,byk kesalahan tatabahasa dlm tweet ni. Mohon perbaiki
321,SidiAbdullah_,1,Mohon Maaf Lahir Dan Batin https://minumkopisufi.wordpress.com/2016/09/05/mohon-maaf-lahir-dan-batin …pic.twitter.com/hDIfxdSOAY
322,tuwaiseunayeon,1,"AnugrahShop Dear Agus, maaf atas keterlambatan membalas pesan. Mohon lampirkan bukti screenshot karena sebelumnya memang sempat terdapat --"
323,bajekhyun,1,"jonrahardjo Hai Jonathan. Mohon maaf atas ktidaknyamanannya ya. Utk prihal ini, bisa infokan alamat email akun Tokopedia km via DM? Agar -"
324,bajekhyun,1,"RizkyFMuhammad Hai Rizky. Mohon maaf atas kterlambatan membalas tweet km ya. Baik jika buku tabungan tidak ada, km dpt mengirimkan -"
325,bajekhyun,1,"AnugrahShop Dear Agus, maaf atas keterlambatan membalas pesan. Mohon lampirkan bukti screenshot karena sebelumnya memang sempat terdapat --"
326,Umayera,1,Aku cuba terbaik utk tolong org
327,ad_es,1,"CARA SEDOT PULSA ORANG

Mohon jangan sembarangan disebar luaskan ke pihak lain. Khusus buat kita saja sebagai… — https://path.com/p/2EI4jF "
328,HH91BJH,1,Bindara87 Mohon maaf kode tersebut hanya dapat diketahui melalui kantor BRI. Tks~Azka
329,budi578,1,"@TMCpolrescimahi Slmt pagi,usul di perlintasan KA jl baros cimahi,mohon ada petugas klo pagi.Kita brenti di rel,angkot diklaksonin TULI smua"
330,TokopediaCare,1,"Hai Jonathan. Mohon maaf atas ktidaknyamanannya ya. Utk prihal ini, bisa infokan alamat email akun Tokopedia km via DM? Agar -"
331,arxbesque,1,OM TOLONG DONG KENAPA INI
332,IZONECHAEWORN,1,Bindara87 Mohon maaf kode tersebut hanya dapat diketahui melalui kantor BRI. Tks~Azka
333,SobatDroid,1,kayanya ini semua nomor gabisa dicek di  usage ke 363. Td cek nomor lain sama gabisa semua min.tolong dibenahi ya
334,nrzxim,1,"mohon hujan sampai ptg, malas nak p koko dan taknak kawad "
335,callsehun,1,"Bagi yg join panel tools twitter tolong dm saya ya, soalnya ada perpindahan server.

/ Lelang acc"
336,yeinach,1,"TokopediaCare: RizkyFMuhammad Hai Rizky. Mohon maaf atas kterlambatan membalas tweet km ya. Baik jika buku tabungan tidak ada, km dpt mengi…"
337,ketolakca,1,"smartfrencare: Vil_Mckagan Mohon maaf atas keterlambatan responnya, Saat ini kami sedang ada penurunan kualitas layanan data untuk semua lo…"
338,VanitaCrwn,1,"IndosatCare: Abel_abner Hi kak, untuk nomor yang sudah hangus tidak bisa diaktifkan kembali ya, mohon maaf kak. Tq ^Nia"
339,Joyiveltz,1,tolong dengarkan curahan kami @HellHeaven_RPs https://twitter.com/HH_Yeri/status/804829188871991296 …
340,cindrewla,1,TokopediaCare: damardarbito- apabila km tlh mlkukan pmbayaran mohon kesediaannya utk melampirkan bukti bayar km dulu melalui DM kami ya aga…
341,oldownerya,1,"smartfrencare: Vil_Mckagan  mohon maaf atas ketidaknyamanannya, tim teknikal kami saat ini sedang bekerja penuh utk mempercepat penyelesaia…"
342,pkcyoel,1,"IndosatCare: Abel_abner Hi kak, untuk nomor yang sudah hangus tidak bisa diaktifkan kembali ya, mohon maaf kak. Tq ^Nia"
343,oldownerya,1,"smartfrencare: Vil_Mckagan Mohon maaf atas keterlambatan responnya, Saat ini kami sedang ada penurunan kualitas layanan data untuk semua lo…"
344,mgyussi,1,"IndosatCare: Abel_abner Hi kak, untuk nomor yang sudah hangus tidak bisa diaktifkan kembali ya, mohon maaf kak. Tq ^Nia"
345,adaapadenganku,1,"stevensu70 Baik, untuk mempermudah prosesnya mohon mengirimkan detailnya melalui DM ya :) terimakasih^air"
346,itsrapxnzel,1,"Abel_abner Hi kak, untuk nomor yang sudah hangus tidak bisa diaktifkan kembali ya, mohon maaf kak. Tq ^Nia"
347,kojuneeeya,1,"smartfrencare: Vil_Mckagan  mohon maaf atas ketidaknyamanannya, tim teknikal kami saat ini sedang bekerja penuh utk mempercepat penyelesaia…"
348,kojuneeeya,1,"smartfrencare: Vil_Mckagan Mohon maaf atas keterlambatan responnya, Saat ini kami sedang ada penurunan kualitas layanan data untuk semua lo…"
349,kiqty,1,damardarbito- apabila km tlh mlkukan pmbayaran mohon kesediaannya utk melampirkan bukti bayar km dulu melalui DM kami ya agar dpt kami-
350,seoyeonapa,1,"WKWKWKKWKWKWKWKWKWKKWKWKWKKWKWKWKWKWWKWKKWKWWKWKWKW smartfrencare: Vil_Mckagan  mohon maaf atas ketidaknyamanannya, tim teknikal kami saat …"
351,seoyeonapa,1,"WKWKWKKWKWKWKWKWKWKKWKWKWKKWKWKWKWKWWKWKKWKWWKWKWKW smartfrencare: Vil_Mckagan Mohon maaf atas keterlambatan responnya, Saat ini kami sedan…"
352,kiataehyung,1,"Abel_abner Hi kak, untuk nomor yang sudah hangus tidak bisa diaktifkan kembali ya, mohon maaf kak. Tq ^Nia"
353,kendpall,1,"Vil_Mckagan  mohon maaf atas ketidaknyamanannya, tim teknikal kami saat ini sedang bekerja penuh utk mempercepat penyelesaiannya agar (2)KA"
354,AgusWah67026572,1,"https://www.change.org/p/bnp2tki-bnp2tki-tinjau-ulang-standart-mcu-ctki-korea?_e_pi_=7,PAGE_ID10,8946528596 … //MOHON DUKUNGANYA SEMUA PADA PETISI CTKI KOREA INI."
355,kendpall,1,"Vil_Mckagan Mohon maaf atas keterlambatan responnya, Saat ini kami sedang ada penurunan kualitas layanan data untuk semua lokasi. Kami(1)KA"
356,sigantenrg,1,"Vil_Mckagan  mohon maaf atas ketidaknyamanannya, tim teknikal kami saat ini sedang bekerja penuh utk mempercepat penyelesaiannya agar (2)KA"
357,gutanlin,1,"Telkomsel: prasastidevy [1] Baik, Mbak Devi. Mohon maaf atas ketidaknyamanan yang dialami, terkait paket data tidak dapat digunakan. Silaka…"
358,aiyu93ss,1,"dillafzyh [1] Hai, Mbak Dilla. Mohon maaf atas ketidaknyamanan yang dialami, terkait sinyal tidak stabil. Silakan restart HP dan update"
359,gutanlin,1,"Telkomsel: dillafzyh [1] Hai, Mbak Dilla. Mohon maaf atas ketidaknyamanan yang dialami, terkait sinyal tidak stabil. Silakan restart HP dan…"
360,aiyu93ss,1,fajrimuflizar [1] Pagi. Mas Fajri. Mohon maaf atas kendala yang dialami. Terkait keluhan jaringan yang dialami. Silakan update lokasi
361,fatihaharifin,1,Rasa mcm nk randomly ckp kt pakcik makcik yg nk g haji ni tolong doakan murah rezeki dpt cari jodoh yg baik.
362,cahgabut,1,"prasastidevy [1] Baik, Mbak Devi. Mohon maaf atas ketidaknyamanan yang dialami, terkait paket data tidak dapat digunakan. Silakan infokan"
363,gutanlin,1,"Telkomsel: muFt1 [1] Hai, Mas Mufti. Mohon maaf atas ketidaknyamanan yg dialami. Terkait keluhan sinyal tidak stabil, silakan restart HP be…"
364,aiyu93ss,1,"muFt1 [1] Hai, Mas Mufti. Mohon maaf atas ketidaknyamanan yg dialami. Terkait keluhan sinyal tidak stabil, silakan restart HP beberapa saat"
365,haxnbi,1,"prasastidevy [1] Baik, Mbak Devi. Mohon maaf atas ketidaknyamanan yang dialami, terkait paket data tidak dapat digunakan. Silakan infokan"
366,woojent,1,"Telkomsel: prasastidevy [1] Baik, Mbak Devi. Mohon maaf atas ketidaknyamanan yang dialami, terkait paket data tidak dapat digunakan. Silaka…"
367,haxnbi,1,"dillafzyh [1] Hai, Mbak Dilla. Mohon maaf atas ketidaknyamanan yang dialami, terkait sinyal tidak stabil. Silakan restart HP dan update"
368,aiyu93ss,1,"rully_ariansyah [1] Hai, Mas Rully. Mohon maaf atas ketidaknyamananya. Mengenai keluhan jaringan 4G tidak stabil, infokan nomor dan lokasi"
369,cahgabut,1,"dillafzyh [1] Hai, Mbak Dilla. Mohon maaf atas ketidaknyamanan yang dialami, terkait sinyal tidak stabil. Silakan restart HP dan update"
370,haxnbi,1,fajrimuflizar [1] Pagi. Mas Fajri. Mohon maaf atas kendala yang dialami. Terkait keluhan jaringan yang dialami. Silakan update lokasi
371,woojent,1,"Telkomsel: dillafzyh [1] Hai, Mbak Dilla. Mohon maaf atas ketidaknyamanan yang dialami, terkait sinyal tidak stabil. Silakan restart HP dan…"
372,swagieJennie,1,"Telkomsel: prasastidevy [1] Baik, Mbak Devi. Mohon maaf atas ketidaknyamanan yang dialami, terkait paket data tidak dapat digunakan. Silaka…"
373,haxnbi,1,"muFt1 [1] Hai, Mas Mufti. Mohon maaf atas ketidaknyamanan yg dialami. Terkait keluhan sinyal tidak stabil, silakan restart HP beberapa saat"
374,woojent,1,Telkomsel: fajrimuflizar [1] Pagi. Mas Fajri. Mohon maaf atas kendala yang dialami. Terkait keluhan jaringan yang dialami. Silakan update l…
375,cahgabut,1,fajrimuflizar [1] Pagi. Mas Fajri. Mohon maaf atas kendala yang dialami. Terkait keluhan jaringan yang dialami. Silakan update lokasi
376,coldrest,1,"Telkomsel: prasastidevy [1] Baik, Mbak Devi. Mohon maaf atas ketidaknyamanan yang dialami, terkait paket data tidak dapat digunakan. Silaka…"
377,AdilaAddin,1,"Kekawan yg agak kejam.. igt nak tolong sedih sekali rupanya kecam aku lagi ade 
#mathsf6"
378,cutewndy,1,"Tolong bantuannya ya, jan cuma di rt"
379,trtaufik0,1,"Yang tau alamat ""karyati"" jasa pengiriman barang cabang jogja tolong dong..."
380,IrwanLocos24,1,"Waktu bersamaku, ku mohon jangan pernah kau lupakan :')"
381,alfian_ay,1,"tolong dibantu, nenek ini gatau menau soal pelarangan jual beli penyu, kenapa langsung di sel ?  https://twitter.com/detikcom/status/693209978023186434 …"
