,name,class,text
300,YudhieWijaya88,0,..assalamualaikum. ..pak...saya dari lampung...tolong pak begal2  yg di lampung di tembak mati aja.  Meresahkan warga makasih.
301,vandawa_,0,ada yg salah dgn tweet saya pak? Kalo ada tolong jelaskan!
302,Alfianzainal,0,"Jessica Minta Tolong Jokowi: Apabila ada pihak berkepentingan atas tewasnya Wayan Mirna Salihin, dia memastik... http://bit.ly/2eqxmW7 "
303,Sman1Slahung,0,Jessica Minta Tolong Jokowi https://goo.gl/fb/bHW7Y7  http://Eltelu.wapka.mobi 
304,hpcpi,0,@jokowi Mohon dibuatkan contak lerson laliran pungli
305,diazcihon,0,di grobogan jateng mohon disidak.
309,MeulabohNews,0,Jessica Minta Tolong Jokowi http://dlvr.it/MVJD8Q pic.twitter.com/zEsOd1MjGt
310,nerrola,1,Mohon diperhatikan daerah terpencil yg juga bagian NKRI @jokowi @Pak_JK @KemenPU @bappenas @Kemendikbud_RI http://m.tribunnews.com/nasional/2016/10/18/ke-sekolah-murid-sd-di-sulawesi-ini-harus-lewati-jembatan-dari-2-bilah-bambu-rawan-masuk-jurang …
311,peppramu,0,"#LengserkanJokowi ""@Restyies: Mohon dgn sangat pada yth pak @jokowi , berhentilah berlaku spt presiden https://twitter.com/Bg_MarOne/stat …"""
312,Aadec,0,@jokowi @KSPgoid @setkabgoid Ketik kata OPP di google tidak akan ditemukan Operasi Pemberantasan Pungli mohon menjadi perhatian hehe
313,acop_ah,0,Terimakasih sudah di follback Pak Menteri @imam_nahrawi mohon maaf jika ada twit sy yg kurang berkenan
314,MuchtarLuthfi_7,0,Mohon bantuannya menyelamatkan masa depan anak anak kami yg HAK ayahnya dirampas sejak 1 Jan 2010 sd kini pic.twitter.com/JOzqZy1nJg
315,Dans357,0,"@jokowi @KemenkesRI pak presiden tolong spy pak Menteri Kesehatan tindak tegas R Sakit AWAL BROOS ini, ini Buktinya pic.twitter.com/Qkha20OEVx"
316,hndysg,0,Pak @jokowi tolong untuk Banjarmasin sudah puluhan tahun sering sekali terjadi pemadaman listrik dengan alasan selalu perbaikan @pln_123
317,is77_lovely,0,"@jokowi pak tolong didaerah2 buat jalan nya yg lebar krn penduduk makin byk nt akan lbh ssh bangun jalan kl sdh byk rmh pnduduk,trm ksh"
318,tbt3001,0,"Bapak Presiden @jokowi Mohon bantuan Bapak atas masalah penahanan ijazah saya oleh CV. LIDO LINTAS CAKRAWALA, Matur nuwun sanget."
319,blackMaster_579,0,Selamat pagi @BNPTRI @titokarnavian3 @Cakra_Kostrad @HumasMetroJaya @tni_ad @kodamjaya03 Mohon respon cepat terhadap pengRusak NKRI @jokowi pic.twitter.com/EA8idyC82g
320,wamengkoli,0,@jokowi pak presiden sampai kpn tindakan anarkis spt ini? Tolong pa presdn p kapolri sgr hentikan. Ini sdh sangat keterlaluan
321,kaconx25,0,"@jokowi Jangan cekal kami dg nilai tinggi, jk memang negara terlalu berat terhadap anggaran sertifikasi guru, tolong di hapus sj TPP"
322,kaconx25,0,"@jokowi Tolong pak, kami para guru yg baru mau sertifikasi jangan bebani dg nilai yg terlalu tinggi (UTN/UKG 80)"
323,WidiartaWirawan,0,"@UstadTengku klu ceramah ada ajakan lawan, benci, bunuh, istana iblis, presiden goblog, itu divideo rizieq MUI ngijinin mohon pencerahannya? https://twitter.com/hariadhi/status/815661773105889280 …"
324,Syabboz,0,"dear Mr President Jokowi. Tolong segera bubarkan FPI, ormas sprti ini justru memecah belah bangsa Indonesia."
325,Baranewsaceh,0,Mohon Segera ditindaklanjuti http://baranewsaceh.co/mutasi-pejabat-eselon-gayo-lues-diduga-cacat-hukum/ … CC @jokowi @menpangoid @humasaceh @tjahjo_kumolo @GerakAceh
326,stepbystep_ID,0,"@jokowi mohon untuk diperhatikan pak,terimakasih pak :) https://twitter.com/stepbystepYO_ID/status/815607661852954624 …"
327,DaveGao,0,"@jokowi Bapak presiden,di tahun baru ini masyarakat medan dihadiahi pemadaman oleh PLN telah hampir 24 jam.mohon diinvestigasi.Trims"
329,samjogspf3,1,"pa Presiden yg kami cintai, mohon ditindak oknum2 PLN diSUMUT yg slalu padamkan listrik 2X sehari sering dilakukan pd malam hari"
330,samjogspf3,0,"bp Presiden Jokowi yg kami sayangi, mohon perhatiannya dimedan sekitarnya listrik slalu mati 2X sehari sring trjadi pd malam hari.."
331,marino_001,0,"@NelsonPung @liowtionglai MOT tak kisah pun Tak nak tolong jadi mentari jgn menteri, paham bah? Ko ni Bapak Cina kann MCA (u)"
332,silahturahim,0,"@jokowi pak, kami keluarga korban mv tayson4,telah di zolimi, oleh oknum polair,/syahbandar surabaya, mohon bantuannya"
333,simonchan007,1,"@KemenBUMN BU MENTERI, TOLONG PECATKAN GM OPERASIONAL PLN SUMUT? GIMANA MAU RAYAKAN TAHUN BARU? MATI LAMPU TERUS SELAMA HAMPIR 10 JAM.."
334,simonchan007,0,@detikcom TIM DETIK.. TOLONG SAMPAIKAN SAMA MENTERI BUMN. PECAT ITU GM OPERASIONAL PLN SUMUT. MALAM TAHUN BARU MATI LAMPU TERUS SMP HARI INI
335,dot_rakha,1,"pak @jokowi, tolong mentri agama menjelaskan arti kafir. Ini jelas2 menyesatkan dan sangat mengganggu!"
336,jekewi,0,#Macet #Jokowi arah ke bandung macet gk yaa? Tolong info nya dong thx #JakartaMacet
337,OmedDavid,0,"@jokowi pak masih banyak daerah yg nakal dg anggaran,tolong awasi ya....,trims..."
338,repo_kurniawan,0,"@jokowi saya mencari kerja di magetan susah sekali, tapi klu cari kerja di surabaya mudah sekali, mohon info lowongan kerja di magetan pak"
339,edwinlumunon,0,"https://m.facebook.com/story.php?story_fbid=1937402839859892&id=100007705834144 … @jokowi pak presiden,mohon ditundak aksi intoleran tersebut :-("
340,InIpad70,1,Mohon koordinasi dan penataan perpustakaan diderah-daerah juga pak Jokowi. Spy lebih fungsional dan menarik untuk dikunjungi kaula muda
341,HinduModern,0,"Masih Aman aman saja semeton, hanya Level IV awas, mohon untuk tetap tenang, ikuti arahan Pemerintah. Jangan... http://fb.me/xddP2y8f "
342,roedysetiady,0,"Mohon maaf, instruksi pembelian itu wewenang Kabin apa presiden ya?, jika benar instruksi kabin, apa tak berlebihan"
343,rendy_pahlevi,0,"Tolong lah segera ditangkap pak @DivHumasPolri @tribratanews @jokowi ini bener"" keterlaluan.. ada banyak anak kecil wkt kejadian.. "
344,asep_lagan,0,tolong katakan jg bhw indonesia darurat korupsi sbgmn darurat narkoba n kjahatan lainya yg dah di daruratkn
348,jekewi,0,#Macet #Jokowi tol tb simatupang ke arah joglo ada apa ya ? macet bgt 0km/jam. mohon infonya #JakartaMacet
349,relawanperak,0,Tolong segera di beri pelajaran..maaf sblm ada yg mendahului aparat untuk tindak tegas...
350,fatkhul10465611,0,"Kabar Gembira..!!!!! Kini Pemerintah Telah Memutuskan""SIM""Tidak Perlu Lagi di Perpanjang..!!! Tolong Bantu SHARE... http://fb.me/95xvQPsyX "
351,YosuaGiovanni,0,"Pak @jokowi .. Saya pilih bapak untuk bisa atasi hal seperti ini pak.. Tolong lah pak, beri tindakan tegas.."
352,LukasPanjaitan,0,Pak Menteri tolong di tindak nih..  @lukmansaifuddin @jokowi @addiems
353,rizayudis,0,; .mohon kepada menteri kesehatan segera lakukan tes kejiwaan anggota Komnas agar berpikiran lurrus.
354,Ocp72,0,Pak kapolri tolong minta para jendral daan Amin R buat laporan & beri bukti bkn rakyat yg bicara @jokowi @DivHumasPolri
355,adtaufiq,0,Mohon Presiden @jokowi untuk dapat juga merealisasikan Film penghianatan DI/TII juga https://twitter.com/liputan6dotcom/status/911474255207948288 …
356,DanangBahri,0,Tolong segera ditindak lanjuti @DivHumasPolri @CCICPolri @jokowi @Kemenag_RI @lukmansaifuddin @WagubDKI @DKIJakarta @GusYaqut
357,anto_psu,0,https://m.detik.com/finance/berita-ekonomi-bisnis/d-3513635/mengintip-kondisi-terkini-jalur-puncak-ii-yang-mangkrak … tolong segera dilanjutkan pak @jokowi
358,nostradm,0,Jangan biarkan yg beginian mudah melakukan pelecehan pak.mohon lacak dan tangkap @DivHumasPolri @jokowi pic.twitter.com/67pwljQorg
359,SalatunSilvana,0,Mohon bantuannya pak
360,Mitowantiase,0,"@CCICPolri @DivHumasPolri @_TNIAU Mohon orang ini dibekuk, Pak !"
362,Rifai88Ahmad,0,pak tolong perbanyak pelajaran tentang  pancasila untuk siswa siswi Indonesia @jokowi @muhadjir_ef @lukmansaifuddin
365,Rifai88Ahmad,0,pak tolong perbanyak pelajaran tentang makna pancasila untuk siswa siswi Indonesia @jokowi @muhadjir_ef @Itjen_Kemdikbud @Kemdikbud_RI
366,abuMuchsin,1,"Bapak presiden @jokowi yg terhormat, tolong selesaikan persoalan listrik di Aceh. Kami harus beribadah dalam gelap selama Ramadhan 1438 H."
367,feraelpiany,0,pak jokowi tentang aksi gengster apa tindakan yg akan bapak lakukan? ini sangat meresahkan warga pak. tolong jgn tutup mata 
368,HWismono,0,Kami mohon lihat pengabdian kami honorer yg jadi garda terdepan pelayanan umum
369,SunartaBendy,0,@jokowi tolong bantu kami pak
370,adine_fuad,1,@e100ss  wilayah Randu agung gg3 sudah 3 hari krisis air PDAM. pemerintah mohon perhatiannya.
371,Vicihansan_gung,0,"@jokowi kenaikan listrik sangat terasa,100.000 seminggu hanya untuk kulkas,penanak nasi,dan tv...tolong masyarakat pa"
372,fenwido77,0,@DivHumasPolri tolong akun @shiwie6 ditindak...menghina presiden@jokowi
373,HanaPrihantini,1,kami mohon bpk presiden angkat kami honorer K2 yg sdh tua utk jd PNS....
374,charles_naftali,0,Tolong pak @jokowi ... ini sdh keterlaluan... https://twitter.com/shiwie6/status/868857294636761088 …
375,ahmadnoor2777,0,"PEDULI FAKTA: PAK PRESIDEN, TOLONG JELASKAN LOGIKA ANDA KE RAKYA... http://pedulifakta.blogspot.com/2015/12/pak-presiden-tolong-jelaskan-logika.html?spref=tw …"
376,ANWARISTAANT,1,"Mohon @pln_123 nyalakan listrik lingkungan kami kel. Bojongsari baru depok. Mohon maaf lahir bathin cc YM @jokowi 
Tarif sdh naik kan?"
377,ROHMANMAULIDUR,0,"@jokowi  Selamat pagi, Tolong Di percepat pak highway nya , saya mw lewat dari padang ke tulungagung, saya mw tray berapa hari."
378,PutuPS_Bali,0,"@TelkomCare  pak @jokowi tolong nih, masa provider internet macem gini servicenya.:("
379,raniah_yw,0,Curhat Petani Karet Prabumulih Minta Tolong Pak Presiden - Tribun Sumsel http://fb.me/3bfikVVkZ 
380,wisnuprayogo,1,"@jokowi selamat dini hari pak, Listrik di sawangan permai padam sejak pukul 23.30 sampai sekarang belum nyala.. Mohon dibantu pak."
381,Alhakim28Hakim,0,"@pramonoanung Pagi Pak Pram..! Pak Tolong sampaikan ke Pak Jokowi Agar Beliau Menegur Ahok karena kalau bicara di media kasar&sombong,Tks."
382,M_T_Yulianto,1,"@Jokowi_JKCenter
Saya pemilih bpk pada pilpres kemarin, mohon dibantu ya pak..
Sertifikasi saya blm cair bln okt sd des 2015 guru non pns.."
383,M_T_Yulianto,1,"@jokowi
Dana sertifikasi saya bln okt sd des 2015 blm cair pak, mohon bantuannya.
Guru non pns sma kyai ageng basyariyah madiun jatim."
384,tiaraboni,1,"@jokowi tolong ini dibantu > @republikaonline:
Gempa di Sumba
Barat Rusak
Bangunan Sekolah
http://rol.co.id/r/o2hz3w282 "
385,07_rizet,0,@jokowi tolong bantu rio hariyanto menuju formula 1 pak.
386,bausky,0,@jokowi Presiden RI mohon perhatikan nasib rakyat tanahnya dipakai selama 64 th tolong bantu Bapak Presiden data lengkap. Terima kasih salam
387,marethauna,0,"Pak @jokowi dan pak @Pak_JK tolong bantu Rio haryanto untuk bs msk ke F1 , tolong pertimbangkan kembali sgt di sayangkan klo rio tdk ikut F1"
388,jarniexjimin,0,pak presiden kim jong un tolong nuklir uekhb biar dia ga nyampa yang receh receh di dm saya lagi dong pak
389,khaeritoh,1,@jokowi Ibu saya sudah 13 tahun di kuwait dan ibu saya sedang sakit.Ini foto ibu saya.Tolong di bantu bapa presiden pic.twitter.com/LX2kCt4Qcb
390,khaeritoh,1,"@jokowi bapa persiden tolong babtu pulangkan ibu saya,Apipah binti dulatip.Ibu saya sekarang ada di KBRI KUWAIT."
391,hello_hollaa,1,@jokowi sambungan Tol dari Pejagan Brebes-Pemalang-Pekalongan-Batang mangkrak 10 tahun. Kami mohon dibantu agar cepat kelar pak @jokowi
392,ElsaaWidya,0,"Tolong pemerintah tahu apa yang mereka lakukan untuk negara ini, saya gak habis pikir ada yg namanya kartu buat anak? Itu buat apa ada AKTA"
393,jofisasik,0,@jokowi tolong baca ini bapak presidenku http://www.hatree.net/2016/02/kisah-bocah-malang-dikhianati-negaranya.html?m=1 …
394,TragediMunir,0,"Siap : 
@hasanlibre 
Mohon komandan berkenan membaca nya. Surat saya untuk Pak Jokowi
http://4shared.com/file/keOmRCRWb ."
395,arrmancomot,0,Pak @jokowi kapan mau Reshuffle kabinet...? sy titip yaa tolong pak menpora nya dituker aja yaaa...
396,Jasry7fold,0,"""Pak Presiden tolong kami para petani karet. Harga karet murah kami… https://www.instagram.com/p/BBuyZERxQfo7FANy2pDitwfDXaTwO0sBdbPqzk0/ …"
397,arsyadridla,0,"Mohon jatah menteri@pksart seakan2 oposisi, pdhl loyal@cyberpks @msi_sohibuliman @pksejahtera"
398,elis_lind,0,Mohon maaf untuk komentar2 saya pak @jokowi saya hanya menyampaikan sedikit dari keluhan yg ada di kampung saya yg telah bpk kunjungi.
399,mjaffarshodiq,0,"@YusronIhza_Mhd @jokowi mohon diambil tindakan pak,masih banyak orng yg berkompeten mengisi posisi sebagai dubes 
terima kasih @jokowi"
400,Hengki04101562,0,@pramonoanung @jokowi .pak menteri tolong sampaikan salam hormat kami untuk pak Jokowi. Tolong bantu kami. Kami rakyat  yg memohon keadilan
401,elis_lind,0,Utamanya memang petani bawang merah dan peternak ya pak @jokowi tp tolong sistem kerja pemerintahan desanya mungkin jg butuh dibenahi.
402,SyarifuddinTwit,1,"Maaf pak @jokowi di Palu Sulawesi Tengah Pemadaman Listrik 6jam  sehari sdh terjadi lbh dr sebulan, mohon bantuannya pak, @Pak_JK @pln_123"
403,anakbandung17,1,"Asalamualaikum pak@jokowi ,salam hormat untuk bpk,pak  tolong bantu kami untuk optimal kan harga karet,yg saat ini sangat merosot harga ny,"
404,SaraWehede,1,"Pak presiden @jokowi , masyarakat dipulau nias sdh bnar2 sulit tanpa listrik di hari-12. Mohon perhatian nya."
405,naji_ridho,1,@jokowi  pak jokowi yg terhomat tolong dong angkat EKONOMI bagi petani KARET
406,agus34drajat,0,"YTH Bpk @jokowi Ibu @NilaMoeloek @KemenDesa @bappenas mohon ijin memberikan sebuah saran, masukan dan opini http://www.pontianakpost.com/pentingnya-peran-skm-untuk-negeri …"
407,77News2,0,@Golkar5 @aburizalbakrie tivi one trlalu bgt mngkritik pemerintah.Mohon pak @jokowi mnghukum pemilik tivi ini.Sdah trlalu mengacau!!!
408,Handy_Borneo,0,"@PlnSamarinda @Kaltim123 @KemenBUMN : tolong listrik jam segini jangan dipadamkan,terima kasih... Cc @jokowi"
409,saepudin1000,1,@jokowi /assalamualaikum. Mohon di tindak untuk masalah persahaan pnggilingan batu yg mgakibatkn bnyak kena tb paru pic.twitter.com/kYnHp087qM
410,chandra_agus,1,"@jokowi yth pak presiden,mohon di tengok2 ada apa dengan PLN kaltim?cari solusi jangka pendek dan jangka panjang utk mengatasinya,trims."
411,ariswcksn16,1,Cuuuuk gk sesuai jadwal pemadaman @Kaltim123 tolong pak @jokowi krisis listrik mau sampai kapan
412,juando_herlan,0,"Ngehe memang @Kaltim123 ,oh tuhan sabarkan ibu"" yang lagi menenangkan anak'a d bpp yang terkena pemadaman listrik.  
@jokowi mohon di bantu"
413,julaikhaangrain,0,"@kompascom pak presiden tolong soal di di realisasikan , orang tua sy sdh jd korban oknum"" yg meres karfna tdk Λ̶̨̲ϑλ̶̨̲ ketegasan soal ini"
414,mitrasoftware,1,"@Kemdikbud_RI ini yg dibiayai pemerintah yg PLPG atau yg PPG mohon diperjelas dan dipertegas lagi, ini rawan dimainkan dan pungutan"
415,RusminToboali,1,@NilaMoeloek @KemenkesRI Mohon dibantu Ibu Menteri. Di Bangka Selatan banyak ambulance rusak.
416,wawan36224016,1,@jokowi pak proyek PLTU kalimantan barat tolong tinjau donk.
417,Ki_Rogo_Sukmoo,0,"@KPK_RI asskum. Yth, KPK RI.. Nyuwun sewu nggeh, kulo ajeng matur niki.. Teng gene kulo niki gudange korupsi instalasi pemerintah desa.. Dr dana bedah rumah sampai pungutan liar sprt PKH.. mohon ditindak lanjuti desa karanggayam kebumen"
418,Dinazty1,0,"Sejak kpn pemerintah bersikap seperti itu, tolong @CCICPolri tindak bapak ini"
419,mokh_ngisom_msr,0,"Retweeted FERDINAND HUTAHAEAN (@LawanPoLitikJKW):

Grace Natalie, tolong dong tanya pak Jokowi, kalau mmg Istana... https://fb.me/8vAhA8LIm "
420,ririmariana123,0,"Juga sigendut SUSI drummer tuh sepi"" aja!mohon diadili"
421,HadikusumaRobi,0,"Ane sepakat bgt sama ente ustadz, tp tolong dong nasihatin ada juga habaib dari yg gak punya massa sampe punya massa byk di dlm ta'lim nya sering mengkritik dgn menghina pemerintah dengan berkata kotor dan kasar. Kalo mau kritik, ya kritik tapi gak perlu ngajar umat ngomong kasar"
422,kobisanegarajud,1,"NEGARA INI SUDAH JADI KASINO JUDI ONLINE TERBESAR DI ASIA TOLONG DI HAPUS,,DAN TOLONG DI PERTANYAKAN PEMERINTAH ..APAKAH NEGARA KITTA INI SUDAH DI REAMIKAN JUDI ONLINE..MAAAF SAYA HANYA RAKYAT KECIL YANG BERTANYA..SEBABA SUDAH RIBUAN KORBAN NERJATUHAN..TRIMAKASIH SEBELUMNYA"
423,SiksaKaryawan,0,"Tolong Kami Karyawan
PERTOKOAN MANUKAN TAMA
surabaya, Coblosan PRESIDEN tgl
9 april saja kita KERJA
(08:00-21:00). kalau gak percaya,
SURVEY TERJUN KELAPANGAN
LANGSUNG"
424,kobisanegarajud,0,"JIKA NEGARA INI NEGARA CASINO JUDI ONLINE MENGAPA PEMERINTAH TIDAK SAHKAN SAJA DAN MENGAPA PEMERINTAH MELIHAT HAL IN MENYEPELEHKAN MASALAH INI,,PADAHAL DALAM SEHARI MILIRAN RUPIAH BERPUTAR DI ASATA JUDI ONLINE,,TOLONG DI PERHATIKAN INI SANGAT SERIUS SAYA PROYES"
425,Pemburu_MCA,1,"@ewinyartotweetnya melecehkan dan lihat saja tweetnya banyak menghina presiden @jokowi 
Pak polisi @CCICPolri @BSSN_RI @BareskrimPolri mohon segera diselidiki akun ini"
426,corua_ferry,0,"Yang terhrmat Bp Presiden, saya hanya mau cari kerja...mohon saya dibantu...saya masih tuunggu panggilan dengan Calibre Consulting Malaysia, Mohon dengan sangat dibantulah pak...saya sdh gak punya daya upaya lagi..."
427,Nasution2Syawal,0,"Mohon Maaf Pak Presiden,  Bapak tidak Bisa masuk ke grup saya punya 'GERAKAN KEMBALI KE UUD 1945 ASLI' pic.twitter.com/3fkD95Pz1Q"
428,NdaruTejowati,0,"Indonesia Berdoa bagi Presiden 3 NKRI : BJ Habibie,
Semoga Allah SWT,
Memberikan Kesembuhan dan Kekuatan serta Tetap mengasuh Kami Anak Bangsa.
Alfatihah ..

Yth @lukmansaifuddin @GPAnsor_Satu @AfifFuadS @imam_nahrawi @AlissaWahid @KhofifahIP Mohon Doanya untuk Pak Habibie"
429,Barifin81,0,"@jokowi TKI. Aceh Dipaksa Kerja 20 Jam/Hari, Sering Dipukuli dan Sekarang Hilang Kontak, Tolong Pak Presiden http://aceh.tribunnews.com/2018/03/03/tki-aceh-dipaksa-kerja-20-jamhari-sering-dipukuli-dan-sekarang-hilang-kontak-tolong-pak-presiden … lewat "
430,Borielzmocca,0,"Bang fahri yg terhormat, bolehkah sy bertanya? Knp setiap masalah anda kait²kan dengan pak presiden @jokowi ? Menurut sy, Masalah bang @fadlizon adalah masalah pribadi dgn komentatornya di twitter? Apa kaitannya? Tolong dijelaskan."
431,EnoBirds,0,"Pemerintah terkait tolong donk buka stand/loket sama2 Gapari biar register simcard include juga buat E-KTP bgi yang belum, terima kasih"
432,davitmonto,0,"Bapak2, saya mohon petunjuk apakah u pendataan warga yang ada di Indonesia khususnya di Kota Bandung masih ada pendataan utk WNI Keturunan? @ridwankamil @aheryawan @Sapa_Kemendagri @Kemendagri_RI @DisdukcapilBdg @PRFMnews @RadioElshinta @ElshintaBandung @jokowi pic.twitter.com/ysVuQyimjZ"
433,marwan13080538,0,pak tolong jangan pajak orang kecil saja.pajak pengusaha juga harus ditekankan.thnks
434,Rony78236128,0,"#T3tapjokowi RT @defiatmon: RT @LawanPoLitikJKW: Grace Natalie, tolong dong tanya pak Jokowi, kalau mmg Istana Rumah Rakyat kenapa petani kendeng ga diterima diskusi?…"
435,mermaryam1911,0,"Sy dlu sk skli sm jokowi , jujur, tegas, pling di takutin. Tapi sy heran sm pak jokowi  lbh pntg org rakyat kcil smua fasilitas dg jnji di penuhi. Tapi knp smua pkerjaan slu di prsulit. Pluang krja susah . Hnya org dlm bs msk. Ya allah nasib nasib bgi sarjana. Tolong di prhatikan"
436,Toteaux,0,@sibayu1922 @Doneh @abbass_ai @cookiegig88 Ya ilmu saya masih dangkal. Mohon pencerahan:)
437,Azharsekarwangi,0,Kemacetan disetiap mudik hal biasa. Tapi kemacetan tahun ini adanya korban meninggal dunia. Mohon segera ada solusinya @jokowi
438,MorseTarigan4,0,Bah selamat pagi komandan kalau bisa saran saya tolong di showkan Presiden AMOR kami supaya bisa dilihat di tv dan interaktif
439,adinesia1,0,": Ssttt.... Mohon jangan ganggu presiden lagi ""kampanye"", padahal pilpres 2 tahun yg lalu "
440,tb_kaneano,0,"Setiba di Jakarta...Minal aidin walfaidzin bpk @jokowi , Mohon maaf lahir dan batin bpk @basuki_btp ...Tahun depan Negriku harus lebih baik."
441,jekewi,0,#Macet #Jokowi - maksudnya posisi dimana kemacetan nya ? Mohon info #JakartaMacet
442,edoesman,0,"@jokowi Pak, mohon proyek kereta api Bandara Soetta bisa dipercepat penyelesaiannya. Hasil Tax Amnesty mungkin bisa bantu pendanaan nya."
443,aa_mbei,0,"Ngomong2 soal kampanye, tolong lihat agenda presiden kemarin sehari saja, itu agenda pemimpin negara atau agenda kampanye? @gm_gm"
444,HarianTransisi,0,@jokowi: Bersilaturahmi dengan warga di Gedung Agung Yogyakarta. Terima kasih. Mohon maaf lahir batin.
445,yayanayay2,0,"Pak Presiden saya Minta tolong modal dong susah banget usaha tanpa modal,tulunggg"
446,akc_tan,0,pak andai bisa saya mohon pak
447,mitzal_1926,0,"Tolong lah pemerintah pusat blokir situs porno di YouTube, Film film luar negeri di sensor segera & lagu lagu yang memakai pakaian seksi."
448,Janchiri,0,"Kabar Gembira !! Pemerintah Memutuskan ,SIM Tidak Perlu Lagi diperpanjang TOLONG SEBARKAN INFO... http://fb.me/7Xt2RG7CZ "
449,Janchiri,0,"Kabar Gembira !! Pemerintah Memutuskan ,SIM Tidak Perlu Lagi diperpanjang TOLONG SEBARKAN INFO... http://fb.me/5yd2HGRCb "
450,akun_sopo,0,@shouso tolong Pak Jokowi juga minta maaf atas Musibah Century ini. Tolong! Tolong pak! pic.twitter.com/8sWEMpLgeF
451,bupati_petruk,0,@jokowi mohon maaf lahir batin Bp Presiden. mhn maaf jg kirim link ini https://indonesiana.tempo.co/read/80731/2016/07/09/imandiri1966/kisah-tiga-orang-buta-jonru-dan-makar-allah …https://twitter.com/jokowi/status/751686138931187712 …
452,margono486,0,"Bpk presiden skrng sy pastikan maju cawagub utk DKI bersama bpk sjarie syamsudin mohon di restui utk DKI aman tentran damai dan sejahtera,,"
453,RamdanAlamsyah9,0,"Pak @jokowi Tolong di Cek, kepala Daerah seperti Ini apa Benar...??? Jika Ini Benar Sangat berbahaya.. pic.twitter.com/wLKKCQbcKF"
454,31e3e2c251484a7,0,"@jokowi pak presiden yg terhormat,tolong rakyat jelata pak,kasihan mereka,rumahnya jngn digusur pak,mata pencariannya disitu pak???"
455,okkyhadian17,1,MATI LAMPU LG di gandul cinere. Sdh 8x dlm 1 bln. Tolong ada tindakan pd @pln_123. @KemenBUMN @RiniSoemarnoID @YLKI_ID @jokowi
456,Jacky_suparno,0,"pemerintah sudah benar. Sudah menjalankan tugas dengan baik. Hanya saja, tolong di percepat pembangunan lapangan kerja."
457,AldimasPrasetyo,0,@jokowi Pak Presiden Jokowi tolong. Bantu Rio Haryanto #SaveRH88 #HungarianGP
458,bdharmo,0,@jokowi Kebutuhan pokok berikan subsidi biar murah harganya. Tolong dustribusinya bilamana perlu diborong diimpor. Kami marah  krecewa
459,surbakti35,1,"Mohon pendapatnya @imogen_pr Menteri Susi Angkat Bicara Soal Reklamasi Teluk Benoa
http://maritimnews.com/menteri-susi-angkat-bicara-soal-reklamasi-teluk-benoa/ … #kkp #telukbenoa"
463,Ramliabas3,0,"@jokowi dana desa
Di desa tolango kec anggrek kab gorontalo utara,,,
Trkndala dgn pihak kepolisian alasan galian C...mohon pncerahannya..pak"
469,agus73171,1,pak tolong permudah pembuatan ktp. Masa tiap kab.  Susah banget buat bikin ktp. Ktp katanya penting. Tapi ko susah banget bikinnya.?
470,JhohannesMarbun,0,"Ide yang baik, sekedar saran kepada Fifi, Tim Kreatif Presiden yang cantik, mohon dipertimbangkan mendesain... http://fb.me/86cMBfXpz "
471,Stakof,0,"Begitulah. ""Kesuksesan"" (Tax Amnesty) kadang-kadang membuat seorang menteri jumawa. Mohon maaf, Kamerad. http://fb.me/59jIssFWh "
472,INTIMATE_ID,0,Mohon maaf acara nya di cancel karna ada rapat dari pemerintah daerah
473,KangAzisMs,0,"tolong pak pikirkan jg keadilan buat para pendidik di sekolah..,sdkt kras demi moral anak bangsa atw lunak tp jga lunak mental mrka."
474,Josh_amau,0,Pak @jokowi dan pak @basuki_btp Tolong kirim Psikologi ternama di Indonesia Ke ADP agar cepat cek jiwanya @AHMADDHANIPRAST #ADPsudahGila
475,TR_Shannonw98,1,harga balon sekarang mahal pemerintah belum operasi pasar ke tukang balon mohon bersabar :((
476,abiyyu_ghazy,0,Mohon di maafkeun krn pemerintah lg fokes ke TKC .. https://twitter.com/VIVAcoid/status/756902209602727936 …
477,thomelisa,1,"Hukum sudah jadi permainan koruptor,  mohon prof smpaikan ke presiden spya intervensi hukum spya koruptor jera"
478,A081221991802,0,"Piala Gubernur Dan 7 Piala Lainnya Dioyong SMPN 1 Cibiuk http://jurnalispelajar.com/piala-gubernur-dan-7-piala-lainnya-dioyong-smpn-1-cibiuk.html …"" @jokowi mohon perhatiannya @Kemdikbud_RI @disdikjabar_"
479,gonkcil,0,"Kasihan beraninya cuma sama wong cilik,  tolong Pak @jokowi diberi sanksi seberat2nya orang arogan ini,  krn sdh merusak citra TNI"
480,agungsulieztya,0,"@jokowi Pak presiden, tolong beli lukisan kaca saya dong, pic.twitter.com/TWEadfrpO4"
481,ArisSyaripudin,0,"Yth Pak Presiden @jokowi, Mohon #BiarkanRakyatMemilih #SelamatkanKonsumenIndonesia #SelamatkanPekerjaIndonesia #TolakGarduTolOtomatis100%"
482,candramrvl,0,Viralkan! Pak @jokowi mohon cabut PP yg tdk manusiawi ini https://twitter.com/popokman/status/916597377422602240 …
483,JamiVirus,0,"Yth Pak Presiden @jokowi
Mohon... #BiarkanRakyatMemilih
#SelamatkanKonsumenIndonesia
#SelamatkanPekerjaIndonesia
#TolakGarduTolOtomatis100%"
